217747	26259
219262	26260
219984	26261
220214	26262
221664	26263
022273	26264
223040	26265
223912	26266
224117	26267
224123	26268
022461	26269
224906	26270
022533	26271
225632	26272
225861	26273
226715	26274
227515	26275
227605	26276
228154	26277
228731	26278
002288	26279
228944	26280
022900	26281
229100	26282
229142	26283
229410	26284
229442	26285
229480	26286
229623	26287
230176	26288
231203	26289
231724	26290
002317	26291
232106	26292
232157	26293
232278	26294
234261	26295
235190	26296
235211	26297
235423	26298
235462	26299
235576	26300
023620	26301
236648	26302
238839	26303
239035	26304
023926	26305
240287	26306
241108	26307
024132	26308
241739	26309
241855	26310
242303	26311
024306	26312
243369	26313
243799	26314
024385	26315
245160	26316
245928	26317
247097	26318
247226	26319
248027	26320
248124	26321
248616	26322
249123	26323
249889	26324
250878	26325
251475	26326
251755	26327
251774	26328
252791	26329
253807	26330
254908	26331
025516	26332
255261	26333
255736	26334
255757	26335
256677	26336
257296	26337
257735	26338
258042	26339
025894	26340
260640	26341
262422	26342
262441	26343
262722	26344
263630	26345
263830	26346
263870	26347
263909	26348
264993	26349
026641	26350
266591	26351
266676	26352
266955	26353
267732	26354
267793	26355
267982	26356
268673	26357
026883	26358
268952	26359
269560	26360
270502	26361
270889	26362
272836	26363
274106	26364
274498	26365
275140	26366
275595	26367
275919	26368
276689	26369
277703	26370
278775	26371
279070	26372
279437	26373
280170	26374
280340	26375
280663	26376
280844	26377
281976	26378
283041	26379
283903	26380
285133	26381
286172	26382
287360	26383
287454	26384
287501	26385
288100	26386
288163	26387
288894	26388
288930	26389
289763	26390
028996	26391
290238	26392
290594	26393
291046	26394
291088	26395
029218	26396
029230	26397
292841	26398
292997	26399
294081	26400
294812	26401
294978	26402
295288	26403
295491	26404
295727	26405
295935	26406
296357	26407
296406	26408
029870	26409
299148	26410
299169	26411
299524	26412
030126	26413
302465	26414
303728	26415
303922	26416
030395	26417
030430	26418
304759	26419
305187	26420
305681	26421
306740	26422
307170	26423
307209	26424
307250	26425
308088	26426
030811	26427
308297	26428
308387	26429
030875	26430
309168	26431
309258	26432
310018	26433
310032	26434
311138	26435
031113	26436
311987	26437
313126	26438
313558	26439
313714	26440
313825	26441
314024	26442
314711	26443
314880	26444
314938	26445
314974	26446
315763	26447
031674	26448
317326	26449
317480	26450
317594	26451
317846	26452
319816	26453
322225	26454
323248	26455
323449	26456
324337	26457
325292	26458
325330	26459
325538	26460
325741	26461
326112	26462
326439	26463
326649	26464
327766	26465
327867	26466
328828	26467
329692	26468
329807	26469
329991	26470
330275	26471
330966	26472
331662	26473
332068	26474
332105	26475
332476	26476
332785	26477
332972	26478
333243	26479
333628	26480
333672	26481
334388	26482
334808	26483
334928	26484
335225	26485
335490	26486
335815	26487
336049	26488
336285	26489
336305	26490
337971	26491
338429	26492
339176	26493
340848	26494
340891	26495
341397	26496
341435	26497
341750	26498
003418	26499
342807	26500
342811	26501
343035	26502
034313	26503
034320	26504
343336	26505
343813	26506
034501	26507
345182	26508
345455	26509
346074	26510
346563	26511
346627	26512
346960	26513
034813	26514
348247	26515
348369	26516
034858	26517
349020	26518
034995	26519
351058	26520
351561	26521
351727	26522
351840	26523
351950	26524
352068	26525
353684	26526
353891	26527
354336	26528
354474	26529
354555	26530
354860	26531
355325	26532
356361	26533
356705	26534
356920	26535
357217	26536
035726	26537
358063	26538
358702	26539
035899	26540
359014	26541
359287	26542
035932	26543
359433	26544
035993	26545
360698	26546
360937	26547
361316	26548
036133	26549
361348	26550
361545	26551
362073	26552
363234	26553
363428	26554
363482	26555
363633	26556
363685	26557
363873	26558
364454	26559
365154	26560
365630	26561
365688	26562
366586	26563
366946	26564
036753	26565
367586	26566
368431	26567
369087	26568
369210	26569
369608	26570
369957	26571
371300	26572
371492	26573
037179	26574
372582	26575
372665	26576
372903	26577
374000	26578
374344	26579
374604	26580
376320	26581
376503	26582
377347	26583
037794	26584
379701	26585
380048	26586
381455	26587
382073	26588
382257	26589
038358	26590
384229	26591
038523	26592
385281	26593
385436	26594
388121	26595
388799	26596
389136	26597
389298	26598
389498	26599
390330	26600
391012	26601
039173	26602
392826	26603
039383	26604
394662	26605
395149	26606
395218	26607
395640	26608
396046	26609
396874	26610
396880	26611
397066	26612
398152	26613
398243	26614
039856	26615
399348	26616
040616	26617
041925	26618
042012	26619
042085	26620
042416	26621
042530	26622
043020	26623
044427	26624
004540	26625
004574	26626
045753	26627
045972	26628
046500	26629
046906	26630
047007	26631
047184	26632
047762	26633
047891	26634
048198	26635
048201	26636
048302	26637
048363	26638
048644	26639
004940	26640
049766	26641
005265	26642
052836	26643
052884	26644
053248	26645
054269	26646
054496	26647
054798	26648
055207	26649
055976	26650
005636	26651
056408	26652
057386	26653
005760	26654
057644	26655
058009	26656
058274	26657
058878	26658
059005	26659
059088	26660
059386	26661
059416	26662
059655	26663
059685	26664
060396	26665
061079	26666
061721	26667
061768	26668
062167	26669
063347	26670
063549	26671
063690	26672
063754	26673
063963	26674
064100	26675
064146	26676
067423	26677
067826	26678
068009	26679
068436	26680
006970	26681
069995	26682
070492	26683
070730	26684
071017	26685
071278	26686
071518	26687
071650	26688
072067	26689
072271	26690
072507	26691
073356	26692
073742	26693
007403	26694
074896	26695
076352	26696
076440	26697
077034	26698
077213	26699
077298	26700
077344	26701
077414	26702
079007	26703
079375	26704
079827	26705
080178	26706
080221	26707
080814	26708
080854	26709
081116	26710
081796	26711
081934	26712
083454	26713
083459	26714
083563	26715
083849	26716
084373	26717
085009	26718
085424	26719
008585	26720
085980	26721
008635	26722
086839	26723
086914	26724
087176	26725
087368	26726
088914	26727
088954	26728
089136	26729
090136	26730
090390	26731
090643	26732
091704	26733
093655	26734
009389	26735
094189	26736
094621	26737
095040	26738
095523	26739
009596	26740
096340	26741
097507	26742
097548	26743
009775	26744
099279	26745
009943	26746
009970	26747

